口径,日期,购电时间段,购电量(kWh),时段数
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-12,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-12,11:50-12:40,2988.147347,5
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-12,21:50-22:10,988.268314,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-12,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-13,0:10-0:20,198.232785,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-13,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-13,11:00-12:40,6673.768552,10
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-13,15:00-15:10,431.823650,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-13,21:50-22:10,988.267963,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-13,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-14,0:10-0:20,180.273417,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-14,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-14,11:00-11:10,758.981500,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-14,11:30-12:40,5989.155436,7
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-14,14:50-15:10,503.590167,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-14,21:50-22:10,988.267652,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-14,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-15,0:10-0:20,180.180433,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-15,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-15,11:00-11:10,813.507850,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-15,11:30-12:40,6310.375928,7
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-15,14:50-15:20,1051.253333,3
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-15,21:50-22:10,988.415006,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-15,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-16,0:10-0:20,180.006200,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-16,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-16,11:50-12:40,4258.396782,5
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-16,14:50-15:10,250.446033,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-16,21:50-22:10,988.267045,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-16,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-17,10:50-12:50,16020.919369,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-17,21:50-22:10,988.312769,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-17,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-18,10:50-12:50,17588.934936,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-18,14:50-15:10,561.915783,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-18,21:50-22:10,988.362260,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-18,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-19,0:10-0:20,180.002317,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-19,5:30-5:40,833.365567,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-19,11:00-11:10,53.995174,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-19,11:40-12:40,4560.197033,6
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-19,14:50-15:20,677.008433,3
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-19,21:50-22:10,988.269043,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-19,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-20,0:10-0:20,180.003967,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-20,5:30-5:40,833.384967,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-20,10:50-12:40,7547.663311,11
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-20,14:50-15:20,726.838484,3
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-20,21:50-22:10,988.270298,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-20,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-21,0:10-0:20,180.005583,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-21,5:30-5:40,833.405933,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-21,11:00-11:10,777.744100,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-21,11:40-12:40,5077.064444,6
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-21,14:50-15:20,656.722351,3
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-21,21:50-22:10,988.353556,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-21,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-22,0:10-0:20,180.007000,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-22,5:30-5:40,833.424300,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-22,11:50-12:40,3450.008405,5
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-22,15:00-15:10,353.423400,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-22,21:50-22:10,988.381537,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-22,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-23,0:00-0:30,2500.000000,3
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-23,0:40-0:50,404.011739,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-23,5:30-5:40,833.411500,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-23,10:50-12:50,11968.713299,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-23,14:50-15:10,305.889800,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-23,21:50-22:10,988.271864,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-23,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-24,10:50-12:50,15539.909243,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-24,21:50-22:10,989.223007,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-24,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-25,10:50-12:50,13924.332181,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-25,21:50-22:10,989.115709,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-25,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-26,0:00-0:20,1615.329264,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-26,5:30-5:40,833.401150,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-26,10:50-12:50,6438.557336,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-26,15:00-15:10,303.383050,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-26,21:50-22:10,988.338626,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-26,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-27,0:10-0:20,180.004417,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-27,5:30-5:40,833.390717,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-27,11:30-12:40,3498.558213,7
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-27,15:00-15:10,262.351117,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-27,21:50-22:10,988.269988,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-27,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-28,0:10-0:20,180.003683,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-28,5:30-5:40,833.381067,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-28,12:00-12:20,80.447183,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-28,12:30-12:40,764.708300,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-28,15:00-15:10,35.157128,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-28,22:00-22:10,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-28,22:20-22:40,1390.065440,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-29,0:10-0:20,180.003117,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-29,5:30-5:40,833.373783,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-29,11:00-12:50,6386.762571,11
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-29,14:50-15:20,591.390933,3
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-29,21:50-22:10,988.269664,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-29,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-30,0:10-0:20,180.002150,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-30,5:30-5:40,833.363267,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-30,12:00-12:10,2.690542,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-30,12:30-12:40,833.741217,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-30,15:00-15:10,85.165760,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-30,21:50-22:10,988.298835,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-30,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-31,10:50-12:50,10639.326006,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-31,21:50-22:10,988.539866,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-10-31,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-01,10:50-12:40,11379.039242,11
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-01,21:50-22:10,988.484408,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-01,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-02,0:10-0:20,180.000817,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-02,5:30-5:40,833.344817,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-02,11:00-11:10,284.150361,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-02,11:50-12:40,4126.850750,5
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-02,14:50-15:20,765.489500,3
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-02,21:50-22:10,988.267342,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-02,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-03,0:10-0:20,389.350013,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-03,5:30-5:40,833.340383,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-03,10:50-12:50,7010.692838,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-03,14:50-15:10,359.182567,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-03,21:50-22:10,988.273611,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-03,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-04,0:10-0:20,180.000000,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-04,5:30-5:40,833.334433,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-04,11:50-12:40,3309.496522,5
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-04,15:00-15:10,257.554200,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-04,21:50-22:10,988.266667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-04,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-05,0:10-0:20,180.017817,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-05,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-05,10:50-12:50,9424.712419,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-05,14:50-15:20,783.136850,3
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-05,21:50-22:10,988.275456,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-05,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-06,0:10-0:20,180.024433,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-06,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-06,11:50-12:50,4441.186678,6
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-06,15:00-15:10,322.215483,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-06,21:50-22:10,988.288194,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-06,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-07,10:50-12:50,11151.494079,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-07,21:50-22:10,988.299472,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-07,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-08,4:40-4:50,0.000283,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-08,5:10-5:20,0.004050,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-08,5:30-5:40,80.388715,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-08,10:50-12:40,10361.509064,11
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-08,21:50-22:10,988.304615,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-08,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-09,0:10-0:20,180.064283,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-09,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-09,10:50-11:10,27.529983,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-09,11:40-12:50,5424.995099,7
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-09,15:00-15:20,298.975383,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-09,21:50-22:10,988.266950,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-09,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-10,0:10-0:20,180.061750,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-10,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-10,11:00-11:10,770.062717,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-10,11:40-12:40,4313.426413,6
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-10,14:50-15:30,824.647613,4
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-10,21:50-22:10,988.266910,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-10,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-11,0:00-0:20,1606.391015,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-11,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-11,10:50-12:50,6232.455299,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-11,14:50-15:20,618.189083,3
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-11,21:50-22:10,988.318016,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-11,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-12,0:10-0:20,180.056750,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-12,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-12,11:00-12:50,5795.576738,11
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-12,14:50-15:20,408.889758,3
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-12,21:50-22:10,988.266869,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-12,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-13,0:00-0:20,1081.460837,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-13,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-13,10:50-11:00,62.982850,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-13,12:00-12:10,54.170296,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-13,12:30-12:40,620.265917,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-13,15:00-15:10,181.219683,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-13,21:50-22:10,988.266883,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-13,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-14,10:50-12:40,6810.222906,11
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-14,21:50-22:10,988.302158,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-14,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-15,5:30-5:40,398.441624,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-15,10:50-12:40,7221.664921,11
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-15,21:50-22:10,988.302968,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-15,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-16,0:10-0:20,180.036867,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-16,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-16,10:50-11:00,12.628533,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-16,11:50-12:40,2998.819621,5
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-16,15:00-15:10,189.298800,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-16,21:50-22:10,988.266815,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-16,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-17,0:10-0:20,180.028317,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-17,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-17,12:00-12:10,396.373904,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-17,12:30-12:40,753.954517,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-17,15:00-15:10,274.810017,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-17,21:50-22:10,988.295106,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-17,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-18,0:10-0:20,180.030650,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-18,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-18,11:50-12:40,3742.919669,5
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-18,14:50-15:30,655.674050,4
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-18,21:50-22:10,988.290430,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-18,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-19,0:10-0:20,180.027867,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-19,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-19,11:50-12:40,3236.934072,5
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-19,14:50-15:20,352.280700,3
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-19,21:50-22:10,987.475766,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-19,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-20,0:10-0:20,180.026067,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-20,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-20,11:00-11:40,100.348633,4
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-20,11:50-12:10,1513.030017,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-20,12:20-12:40,916.633927,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-20,15:00-15:10,172.322633,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-20,21:50-22:10,988.286535,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-20,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-21,5:30-5:40,53.338106,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-21,10:50-12:40,6224.159190,11
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-21,21:50-22:10,988.281436,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-21,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-22,0:10-0:20,201.139777,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-22,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-22,10:50-12:40,5899.421589,11
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-22,21:50-22:10,988.278749,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-22,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-23,0:10-0:20,180.011917,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-23,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-23,11:50-12:40,3243.873390,5
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-23,15:00-15:10,249.421617,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-23,21:50-22:10,988.276609,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-23,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-24,0:10-0:20,180.009500,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-24,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-24,11:50-12:10,1539.049100,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-24,12:20-12:40,1083.899975,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-24,15:00-15:10,264.575833,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-24,21:50-22:10,988.266667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-24,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-25,0:00-0:20,1442.053703,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-25,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-25,10:50-12:50,8437.231393,12
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-25,14:50-15:30,1136.504800,4
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-25,21:50-22:10,988.272466,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-25,22:20-22:40,1666.666667,2
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-26,0:10-0:20,180.004300,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-26,5:30-5:40,833.333333,1
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-26,11:00-12:50,5752.663527,11
⑤【假设性对照】仅光伏不可知 + 允许日内再调度储能,2025-11-26,14:50-15:30,648.507850,4
